uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
P05743	0	9962300	0	0	0	0	0	12586000	11986000	19714000	39350000	0	0	10832000	10317000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05744	0	43382000	53595000	48431000	94092000	46437000	335580000	494630000	288860000	283270000	203040000	121310000	56730000	0	57401000	37196000	35870000	27226000	20655000	13317000	0	12427000	16082000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11189000
P05745	0	0	0	0	0	0	7187300	14121000	13169000	7365400	6817800	5184700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05748	114610000	167660000	177400000	86889000	88070000	39665000	416030000	889530000	611420000	267460000	411430000	126160000	91024000	177440000	179970000	188840000	195830000	192540000	52044000	135920000	38091000	111450000	109380000	37565000	0	16272000	72135000	54447000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20231000	0	0	0	0	0	0	21871000	14388000	30025000	0	9622200	13089000	19372000	26811000	33626000
P05749	0	0	0	20895000	21744000	89586000	186180000	71256000	155050000	133150000	139170000	122730000	107300000	0	52876000	71414000	9258200	8798100	9510700	0	0	0	0	10584000	0	18965000	7639700	9940400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05750	537260000	332220000	275180000	366160000	539080000	1017600000	749880000	1511700000	2054400000	2826300000	3141000000	3676200000	2717100000	1745400000	1850200000	848110000	448030000	611340000	547570000	258490000	121460000	198540000	82866000	168460000	151670000	50788000	10766000	44393000	0	0	5738800	25132000	9613800	10297000	2471300	5500300	4616600	12651000	0	3073700	4231500	124080000	70712000	93703000	42789000	216420000	105020000	614770000	40813000	7077700	53175000	130800000	175310000	40575000	96558000	57809000	142980000	169050000	265940000	203110000	194250000	354790000	461410000	195670000	221790000	411710000	303650000	345650000	206360000	321410000
P05755	8322300	99988000	28471000	16724000	5923600	41789000	283420000	469950000	523980000	2058500000	595350000	210590000	195730000	71697000	113310000	75552000	33098000	46465000	46859000	23917000	49144000	17850000	20971000	23506000	16878000	0	0	0	0	0	0	0	7199700	2700700	0	0	0	0	7762600	0	0	0	0	0	0	0	4566800	0	7784400	7470800	0	2227300	0	0	9570000	8989100	7349700	10654000	11395000	6660400	18874000	18446000	20131000	0	0	16349000	30131000	23206000	33412000	0
P05756	21188000	170390000	109240000	16468000	71052000	210030000	555800000	646960000	1143000000	1197300000	1067100000	1405300000	1136500000	413150000	237140000	130300000	64024000	58594000	47221000	82954000	61967000	45973000	42220000	0	18808000	0	0	0	0	0	0	2004400	0	0	0	0	0	4050300	2715500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3489200	16935000	5260000	16118000	21972000	19683000	25937000	42913000	23541000	52753000	20442000	16229000	33602000
P05759	31719000	12725000	5929600	19229000	4129200	4001600	8076900	20968000	98347000	246110000	208250000	84178000	91333000	117490000	165250000	80243000	70456000	24104000	56307000	11600000	11310000	27140000	67307000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405800	0	0	30949000	0	58150000	508630000	205650000	189370000	8967300	16266000	18759000	3286900	10665000	8580700	19267000	19151000	17178000	12687000	11024000	7282100	13805000	18884000	14949000	0
P06101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1876100	6546800	0	4949000	3453600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06103	52662000	54395000	48474000	34998000	17220000	12775000	36587000	52925000	58348000	58260000	43456000	58478000	43614000	29721000	27593000	36219000	32186000	6230800	0	0	0	0	0	33848000	34351000	33333000	0	16798000	0	0	0	0	12766000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13363000	0	0	15527000	20557000	25760000	16541000	21655000	24823000	23347000	24946000	34118000	16579000	19606000	26717000	23046000	27418000	46430000	38271000	46171000
P06105	11718000	17513000	24037000	21822000	30340000	18654000	30849000	71325000	96738000	72623000	71473000	91075000	56107000	61397000	91377000	108220000	135330000	118320000	139920000	161540000	176100000	225520000	206110000	226960000	211040000	123970000	102580000	42711000	39449000	43142000	23213000	10541000	25108000	4253800	15183000	0	0	0	17220000	0	0	48564000	44950000	47568000	32600000	31823000	44284000	44360000	0	81185000	119230000	49660000	42154000	45698000	45710000	44607000	38253000	44779000	28181000	35237000	42724000	56808000	40917000	49845000	26744000	52525000	53695000	53788000	49359000	79407000
P06168	0	17962000	20615000	17320000	13630000	16069000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183840000	169140000	1179800000	326910000	169230000	210670000	161340000	79608000	341560000	242760000	172840000	179390000	183790000	209260000	152330000	109230000	135880000	112930000	78645000	89319000	78422000	74900000	55407000	60087000	65785000	25948000	64299000	90296000	73948000	86320000
P06169	798860000	193330000	396470000	243720000	103180000	75682000	75218000	26428000	19949000	23421000	9531200	6727700	3825600	5374100	9193900	12077000	8714800	13018000	14188000	11575000	38358000	107680000	142830000	11949000	16214000	11021000	11697000	19597000	33673000	42249000	420870000	0	0	548110000	3389800000	1108500000	83626000	258650000	94645000	79706000	32085000	38883000	28457000	112760000	38909000	211260000	259730000	208260000	262170000	150440000	219590000	241440000	491180000	813630000	1823800000	1405700000	1907000000	1258900000	1108200000	1571500000	1417600000	2560100000	1809100000	1683700000	1516600000	2188500000	3812300000	1550100000	1648200000	997460000
P06208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21383000	21225000	0	0	0	0	0	0	0	0	0	3303400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06367	125840000	66981000	78518000	82550000	0	106650000	217090000	289200000	360270000	446770000	645240000	464350000	215910000	135260000	153700000	104090000	183580000	110830000	68064000	43387000	41711000	16753000	49708000	76575000	56817000	74377000	71421000	89553000	119760000	0	66311000	16460000	12034000	8530000	30024000	129050000	86328000	92751000	0	0	0	0	7748500	6834700	13244000	29603000	30501000	38209000	46755000	0	0	0	0	0	1678300	0	0	0	0	0	0	0	0	0	0	13532000	5124600	7271700	10359000	12699000
P06634	71835000	292600000	370390000	242290000	184480000	196670000	114010000	97327000	117540000	127740000	118120000	104600000	65580000	37120000	45338000	29377000	16101000	9386500	4942300	7757500	6359300	7046000	4074500	2519800	14173000	3189100	0	10398000	3478700	8818900	13889000	0	0	0	8133700	12003000	9314500	0	0	0	0	0	0	0	2485600	8524700	3660500	3601400	0	0	8390300	5487900	7156500	8868400	122040000	150730000	314730000	196810000	138640000	113300000	72042000	60307000	40687000	40953000	36999000	26785000	32324000	26007000	27196000	21332000
P06704	0	0	1579300	0	0	0	0	0	0	0	0	0	0	0	5510900	6066500	2639000	0	2080900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4302200	5644500	6328100	4522300	7154200	0	0	42809000	0	5447700	7063100	7312600	5939700	7326000	0	0	0	0	0	7084900	4007500	5796300	0	0	0	0	0	0
P06780	11349000	38645000	28997000	8457900	48160000	24401000	10524000	4511400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17488000	50972000	17236000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06782	0	2755200	2532900	2629300	0	2167500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06786	0	9915600	17016000	40391000	50414000	28647000	39575000	38496000	34951000	28157000	17205000	13483000	8913100	9686800	9182300	23062000	0	7794900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06787	0	11412000	0	62504000	0	12107000	8291200	5760500	0	0	0	0	0	0	0	0	0	0	11574000	0	0	0	0	0	0	12503000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20073000	47437000	0	0	9025900	0	0	18370000	0	0	0	0	0	0	0	0	0	9420900	10958000	17638000	22407000	8489100	0	0	0	0	0	0
P07149	5630900	18687000	17446000	12806000	15768000	19632000	14195000	5599500	14918000	32282000	52413000	499200000	3478900000	7351000000	4567900000	2882700000	1340600000	546350000	444950000	227420000	54259000	81265000	104900000	17229000	43827000	15823000	2243000	2235500	2941800	1339700	2654000	0	0	0	0	0	2472900	0	0	0	0	0	0	0	1225500	0	1408500	1029600	0	0	2425600	2775600	6428600	7810400	10366000	21363000	23757000	25724000	27327000	15323000	33853000	27747000	43545000	36435000	37962000	41672000	23705000	22473000	50325000	60307000
P07170	0	0	0	18035000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80396000	92344000	206730000	166720000	149670000	233130000	159720000	1709800000	835110000	586580000	556380000	428090000	558850000	567840000	605330000	508760000	630940000	879560000	587700000	753450000	723040000	460310000	424710000	252510000	203630000	316760000	203440000	113570000
P07172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9392800	10920000	12256000	15536000	15664000	12126000	16300000	19267000	20247000	16165000	20704000	14882000	11234000	18842000	22804000	28235000	12589000	10647000	13138000
P07213	16531000	25944000	17087000	9481300	9312300	10762000	0	0	0	0	0	0	0	0	0	10649000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36660000	0	0	0	0	0	37229000	0	0	0	0	0	0	0	0	36358000	33325000	18063000	17646000	28414000	34567000	44837000	55258000	69546000	63731000	59310000	90903000	86421000	74698000	68939000	54574000	61922000	61413000	45889000	63030000	54240000
P07244	12899000	16144000	19531000	18100000	0	8960100	4330600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20175000	0	0	0	0	0	0	0	19318000	0	25057000	0	0	0	7026300	6339900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6165600	0	0	0	0	13318000	6378400	8342800
P07246	0	7128200	8413000	7331600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10810000	8487700	15753000	25722000	193910000	319850000	91004000	83572000	405050000	712310000	164200000	143540000	128120000	84804000	26791000	29976000	5725100	11016000	0	15133000	6302800	12621000	0	0	0	0	0	0	0
P07251	28428000	26194000	34731000	69196000	57426000	37097000	19326000	0	0	0	0	0	9811000	6592400	5355100	0	5490800	5825000	0	0	0	0	9548800	0	0	0	0	0	19463000	42951000	119220000	32709000	0	0	10763000	36364000	62126000	0	0	0	0	0	0	0	0	0	0	9228700	0	112190000	142560000	170230000	173270000	191010000	236540000	192010000	175280000	136910000	98702000	89598000	84594000	39629000	30520000	45402000	40156000	34442000	39115000	77014000	40198000	41923000
P07259	118340000	419910000	276410000	62542000	142630000	47561000	51522000	35804000	22838000	19312000	12957000	20772000	19533000	0	3514100	7057000	6298000	10009000	3604700	0	0	0	2349800	7621700	0	0	0	0	0	0	0	0	49573000	119560000	46711000	54340000	0	0	0	0	0	0	7441900	16629000	8376900	5085800	6515500	7635300	0	15501000	29785000	52812000	72982000	64190000	62955000	128190000	127460000	105020000	109180000	107790000	108810000	115930000	113230000	108600000	209190000	115510000	116330000	127070000	167520000	122950000
P07260	21951000	27980000	30668000	18624000	0	6064800	5184200	4704800	7000300	7366500	7738300	2465400	4658800	10333000	20052000	31831000	39761000	37892000	36232000	36685000	49429000	85461000	70185000	120280000	93214000	154150000	116880000	89689000	118870000	202030000	56501000	40696000	64803000	40103000	25923000	19402000	13430000	0	0	0	0	0	11193000	40966000	0	46322000	19602000	31936000	12983000	31446000	48311000	26175000	34285000	59693000	43368000	38780000	42788000	52120000	50895000	29275000	39096000	0	29879000	21136000	25267000	18346000	10409000	29444000	20882000	17410000
P07263	0	1740800	2650400	3143700	3401100	5235400	18021000	18428000	56567000	85177000	110660000	82455000	118430000	96199000	65598000	59039000	88797000	29261000	46262000	57730000	56182000	58680000	50496000	39672000	17008000	21048000	18457000	17462000	20281000	9762400	3727200	5938300	0	1126900	8094600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5091200	1804000	0	0	0	0	0
P07264	0	39724000	84015000	5328800	15479000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17243000	14777000	252530000	66046000	33508000	260880000	361270000	56291000	56714000	146880000	112230000	69389000	48185000	41815000	36594000	43669000	35133000	20908000	49317000	155050000	32817000	23249000	21209000	11194000	65674000	106630000	34543000	84492000	51385000
P07273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7322100	0	12794000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5522700	9417300	23895000	25633000	13609000	12138000	11026000	10080000	9047300	7500000	11769000	20104000	19889000	13160000	5045900	4290200
P07274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20134000	12314000	46681000	121460000	475640000	560640000	674020000	838060000	306070000	251170000	152190000	46564000	70942000	42827000	19259000	16198000	31318000	43384000	7998100	0	0
P07278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11924000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17319000	0	4675500	0	0	0	7562400	52860000	46803000	61758000	15630000	56888000	16924000	7705400	21960000	0	0	0	8018800	13234000	12500000	22630000	12897000	10698000	15479000	14287000	22283000
P07280	105600000	139810000	125940000	76060000	9302000	147580000	120480000	256950000	230480000	556160000	801160000	97490000	333840000	224700000	268920000	563130000	380650000	192280000	168250000	136690000	176550000	172400000	220040000	22925000	49482000	41270000	25310000	25193000	0	41722000	31316000	132410000	112820000	27536000	0	0	0	14304000	0	11507000	0	0	0	0	0	0	0	0	101280000	0	0	0	0	0	0	65881000	0	0	124470000	0	101700000	131270000	138600000	0	121350000	0	0	156050000	178990000	0
P07281	105600000	139810000	125940000	76060000	9302000	147580000	120480000	256950000	230480000	556160000	801160000	97490000	333840000	224700000	268920000	563130000	380650000	192280000	168250000	136690000	176550000	172400000	220040000	22925000	49482000	41270000	25310000	25193000	0	41722000	31316000	132410000	112820000	27536000	0	0	0	14304000	0	11507000	0	0	0	0	0	0	0	0	101280000	0	0	0	0	0	0	65881000	0	0	124470000	0	101700000	131270000	138600000	0	121350000	0	0	156050000	178990000	0
P07283	12188000	68059000	87675000	136140000	99083000	42201000	21307000	3358100	3304700	5715400	0	0	3309700	4813600	4416700	8120000	2485500	0	8923700	0	0	0	0	0	3097300	7976900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7500000	0	56806000	38218000	39804000	41517000	34547000	20371000	18368000	22192000	17611000	16536000	18978000	13570000	9015200	0	6258000	20581000	12173000	7926900	0	2487500	2641100
P07284	0	0	0	0	0	0	0	0	0	25720000	10362000	0	0	0	0	0	0	0	0	0	0	0	0	0	3730200	0	0	12789000	0	3054500	6180200	101490000	514210000	748980000	107070000	5745800	5513900	4225200	0	0	0	2951000	5481300	2067800	18933000	1052900	2093200	4429200	0	30376000	0	10365000	0	0	0	33983000	26551000	24173000	5884500	18776000	4198800	16273000	15849000	14906000	8912100	4359800	9142000	1036500	3153400	0
P07342	0	27240000	12590000	18700000	25630000	8704400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26686000	58669000	33629000	25566000	27704000	14801000	0	39381000	13022000	13028000	0	21948000	0	0	0	21199000	0	16002000	17665000	19940000	17914000
P07347	0	0	0	0	0	0	0	0	6360200	6500400	6508200	7150400	4417300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07560	18467000	34836000	65527000	46168000	60982000	45720000	9335500	0	0	0	0	2554300	2569700	2346500	3874100	3684500	3170400	0	0	0	0	0	0	0	0	0	9307800	10192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4706000	5747600	0	0	0	0	0	0	15218000	19943000	0	0	18597000	0	12542000	0	4169100	2953200	3005500
P07702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52389000	26021000	12403000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07703	0	8589900	7173900	8891200	4684300	19384000	34656000	21471000	10075000	12394000	6592600	7368600	5136000	0	0	0	16643000	0	13993000	14175000	13559000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07806	33448000	25541000	23811000	17745000	33249000	29306000	36034000	27170000	28691000	20865000	35550000	34177000	49881000	44877000	51061000	80066000	69246000	46118000	50464000	52921000	51982000	52757000	87042000	68520000	91335000	146340000	599340000	629100000	351650000	780580000	286410000	260110000	182310000	97025000	117610000	49610000	29914000	0	0	0	0	4987800	9848400	22523000	46305000	44682000	57173000	104340000	0	323060000	1287800000	1004100000	658470000	366950000	0	80498000	299140000	0	172210000	108870000	133740000	79921000	75516000	56131000	41270000	38481000	22683000	22722000	21020000	61077000
P07991	21632000	8765700	7782400	5023000	4372900	1884500	0	0	0	0	0	0	0	0	0	0	831330	0	0	0	2572400	4469500	4859800	2105400	1360200	1640500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117300	5183100	18597000	30574000	5578000	0	89690000	201360000	176860000	145430000	143690000	276290000	160830000	142250000	247940000	148950000	173140000	199220000	158790000	122170000	103710000	113530000	75281000	62141000	122210000	138100000	47085000
P08004	0	3636900	3252500	4966500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22026000	0	0	0	19197000	13417000	0	16543000	18404000	27495000	22912000	33546000	29376000	23436000	29255000	42038000	27022000	35931000	42924000
P08518	0	9951000	13316000	21729000	38467000	22264000	5211400	0	0	0	0	0	2800900	1749000	10728000	14437000	32408000	37734000	84144000	161240000	276910000	378400000	426800000	381870000	153500000	39003000	17596000	8132000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17998000	11549000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014800	23113000	28741000	4105400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08566	12863000	12717000	9667600	10185000	0	9700100	5270300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8258500	0
P08964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8194900	3587600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09032	0	5167400	6057500	10292000	0	7351400	5275000	4727700	4052000	2942600	3188800	3801600	4537300	4790500	0	0	3026000	3676700	2531900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09064	9353400	14469000	10157000	21313000	22229000	30877000	48434000	156520000	58377000	64798000	44598000	65357000	66621000	34003000	53327000	60379000	17986000	7877500	24476000	13457000	0	14251000	7109600	14268000	23916000	22037000	10326000	19978000	18726000	11523000	8960600	0	0	0	0	0	8230300	0	0	0	0	0	0	3581700	0	0	0	0	0	0	0	0	0	0	22271000	21378000	32227000	40535000	55310000	52504000	0	29190000	30869000	14342000	27737000	0	8686200	13842000	0	0
P09436	0	12384000	27880000	15545000	43413000	41342000	13089000	7339200	10347000	4284000	5561000	15478000	31457000	16398000	23002000	35994000	20838000	16558000	40781000	11658000	18285000	19092000	31098000	43398000	43143000	26813000	41916000	93078000	79024000	133170000	353310000	148360000	416460000	71713000	7827900	5604800	8246300	0	0	0	0	0	9595600	0	4217000	5774900	0	0	0	120970000	83512000	41083000	42914000	14656000	20800000	26987000	0	0	23263000	23199000	0	0	14644000	0	0	0	0	0	0	0
P09733	25378000	40849000	45563000	29726000	11607000	19256000	8542600	0	0	0	0	0	0	0	2751100	6083400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14005000	0	8450500	0	9623300	10601000	18774000	12685000	30033000	13778000	10122000	15117000	0	10082000	16680000	10386000
P09880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3599700	4332900	5945400	10693000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09950	0	2316200	2376100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C0T4	13288000	71585000	73178000	44128000	37402000	34477000	89670000	137090000	222540000	548110000	236110000	125320000	51671000	78192000	12361000	13733000	36306000	33689000	29926000	17978000	53588000	13092000	0	0	0	0	0	0	0	0	0	0	0	0	0	10167000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11081000	18806000	6157300	0	15876000	0	21829000	21124000	15154000	0	22796000	28443000	24724000	0	8848500	0	0	0	0
P0C0V8	95723000	12222000	5690200	4457600	0	313670	0	408710	6031600	21622000	33947000	14044000	36851000	52986000	68692000	120080000	31122000	150380000	121370000	116840000	209680000	162390000	202080000	265920000	33925000	27385000	131440000	107830000	21323000	7564400	5393200	1271100	3589500	10526000	0	0	0	0	0	0	0	0	119810000	434770000	491530000	761320000	839540000	1144900000	41841000	372970	283040	313080	388250	1546100	707320	927440	1480200	1805300	426610	708470	1566500	1728100	16157000	1299900	583120	431590	7562500	492520	407670	392160
P0C0W1	0	29337000	47286000	10873000	52290000	27985000	75031000	545590000	1196500000	986380000	1458600000	145630000	288260000	142300000	188590000	102120000	112080000	0	49204000	2474200	0	47708000	15369000	28873000	33831000	0	40278000	65568000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16265000	18069000	12950000	10901000	0	0	10059000	11609000	11134000	19154000	13423000	22443000	15139000	24064000	22635000	62144000	6290100	23444000	9464100	0
